Epoch,OnTrack,Input_Left,Input_Right,Reservoir,Output_Left,Output_Right
758,96,0,0,0,47,31
759,96,0,0,0,47,31
760,96,0,0,0,47,31
761,96,0,0,0,47,31
762,95,0,0,0,48,31
763,94,0,0,0,48,32
764,94,0,0,0,48,32
765,93,0,0,0,49,32
766,93,0,0,0,49,32
767,93,0,0,0,49,32
768,92,0,0,0,50,32
769,92,0,0,0,50,32
770,92,0,0,0,50,32
771,92,0,0,0,50,32
772,91,0,0,0,50,33
773,90,0,0,0,51,33
774,90,0,0,0,51,33
775,90,0,0,0,51,33
776,89,0,0,0,51,34
777,89,0,0,0,51,34
778,89,0,0,0,51,34
779,89,0,0,0,51,34
780,88,0,0,0,52,34
781,88,0,0,0,52,34
782,88,0,0,0,52,34
783,88,0,0,0,52,34
784,88,0,0,0,52,34
785,88,0,0,0,52,34
786,88,0,0,0,52,34
787,88,0,0,0,52,34
788,87,0,0,0,52,35
789,85,0,0,0,53,36
790,84,0,0,0,54,36
791,84,0,0,0,54,36
792,84,0,0,0,54,36
793,84,0,0,0,54,36
794,82,0,0,0,55,37
795,82,0,0,0,55,37
796,82,0,0,0,55,37
797,82,0,0,0,55,37
798,81,0,0,0,55,38
799,81,0,0,0,55,38
800,80,0,0,0,56,38
801,80,0,0,0,56,38
802,80,0,0,0,56,38
803,79,0,0,0,56,39
804,79,0,0,0,56,39
805,78,0,0,0,56,40
806,78,0,0,0,56,40
807,77,0,0,0,57,40
808,76,0,0,0,58,40
809,76,0,0,0,58,40
810,76,0,0,0,58,40
811,76,0,0,0,58,40
812,75,0,0,0,59,40
813,75,0,0,0,59,40
814,75,0,0,0,59,40
815,74,0,0,0,59,41
816,73,0,0,0,59,42
817,73,0,0,0,59,42
818,72,0,0,0,59,43
819,72,0,0,0,59,43
820,71,0,0,0,60,43
821,71,0,0,0,60,43
822,71,0,0,0,60,43
823,71,0,0,0,60,43
824,71,0,0,0,60,43
825,70,0,0,0,60,44
826,69,0,0,0,60,45
827,68,0,0,0,61,45
828,68,0,0,0,61,45
829,68,0,0,0,61,45
830,68,0,0,0,61,45
831,68,0,0,0,61,45
832,68,0,0,0,61,45
833,67,0,0,0,61,46
834,67,0,0,0,61,46
835,67,0,0,0,61,46
836,66,0,0,0,62,46
837,66,0,0,0,62,46
838,64,0,0,0,63,47
839,64,0,0,0,63,47
840,64,0,0,0,63,47
841,64,0,0,0,63,47
842,63,0,0,0,64,47
843,62,0,0,0,64,48
844,62,0,0,0,64,48
845,62,0,0,0,64,48
846,62,0,0,0,64,48
847,62,0,0,0,64,48
848,61,0,0,0,64,49
849,61,0,0,0,64,49
850,60,0,0,0,65,49
851,60,0,0,0,65,49
852,59,0,0,0,65,50
853,59,0,0,0,65,50
854,59,0,0,0,65,50
855,58,0,0,0,66,50
856,58,0,0,0,66,50
857,58,0,0,0,66,50
858,58,0,0,0,66,50
859,58,0,0,0,66,50
860,58,0,0,0,66,50
861,57,0,0,0,67,50
862,57,0,0,0,67,50
863,57,0,0,0,67,50
864,55,0,0,0,68,51
865,54,0,0,0,68,52
866,54,0,0,0,68,52
867,53,0,0,0,69,52
868,53,0,0,0,69,52
869,53,0,0,0,69,52
870,52,0,0,0,70,52
871,51,0,0,0,70,53
872,51,0,0,0,70,53
873,51,0,0,0,70,53
874,51,0,0,0,70,53
875,51,0,0,0,70,53
876,50,0,0,0,70,54
877,50,0,0,0,70,54
878,50,0,0,0,70,54
879,50,0,0,0,70,54
880,49,0,0,0,71,54
881,48,0,0,0,71,55
882,48,0,0,0,71,55
883,47,0,0,0,71,56
884,46,0,0,0,72,56
885,46,0,0,0,72,56
886,45,0,0,0,72,57
887,45,0,0,0,72,57
888,45,0,0,0,72,57
889,44,0,0,0,73,57
890,44,0,0,0,73,57
891,42,0,0,0,74,58
892,42,0,0,0,74,58
893,42,0,0,0,74,58
894,42,0,0,0,74,58
895,41,0,0,0,74,59
896,40,0,0,0,75,59
897,40,0,0,0,75,59
898,40,0,0,0,75,59
899,40,0,0,0,75,59
900,40,0,0,0,75,59
901,39,0,0,0,75,60
902,38,0,0,0,76,60
903,38,0,0,0,76,60
904,38,0,0,0,76,60
905,38,0,0,0,76,60
906,37,0,0,0,76,61
907,37,0,0,0,76,61
908,36,0,0,0,77,61
909,35,0,0,0,77,62
910,35,0,0,0,77,62
911,35,0,0,0,77,62
912,35,0,0,0,77,62
913,35,0,0,0,77,62
914,35,0,0,0,77,62
915,35,0,0,0,77,62
916,34,0,0,0,78,62
917,34,0,0,0,78,62
918,33,0,0,0,79,62
919,33,0,0,0,79,62
920,32,0,0,0,80,62
921,32,0,0,0,80,62
922,31,0,0,0,80,63
923,30,0,0,0,80,64
924,30,0,0,0,80,64
925,29,0,0,0,81,64
926,28,0,0,0,81,65
927,28,0,0,0,81,65
928,28,0,0,0,81,65
929,28,0,0,0,81,65
930,28,0,0,0,81,65
931,28,0,0,0,81,65
932,27,0,0,0,82,65
933,27,0,0,0,82,65
934,26,0,0,0,82,66
935,26,0,0,0,82,66
936,26,0,0,0,82,66
937,26,0,0,0,82,66
938,25,0,0,0,83,66
939,24,0,0,0,83,67
940,24,0,0,0,83,67
941,24,0,0,0,83,67
942,23,0,0,0,84,67
943,22,0,0,0,84,68
944,22,0,0,0,84,68
945,22,0,0,0,84,68
946,21,0,0,0,85,68
947,21,0,0,0,85,68
948,20,0,0,0,85,69
949,20,0,0,0,85,69
950,20,0,0,0,85,69
951,20,0,0,0,85,69
952,19,0,0,0,86,69
953,19,0,0,0,86,69
954,18,0,0,0,86,70
955,17,0,0,0,87,70
956,17,0,0,0,87,70
957,17,0,0,0,87,70
958,16,0,0,0,87,71
959,16,0,0,0,87,71
960,15,0,0,0,88,71
961,15,0,0,0,88,71
962,14,0,0,0,88,72
963,14,0,0,0,88,72
964,13,0,0,0,88,73
965,13,0,0,0,88,73
966,13,0,0,0,88,73
967,12,0,0,0,89,73
968,12,0,0,0,89,73
969,12,0,0,0,89,73
970,11,0,0,0,89,74
971,10,0,0,0,90,74
972,10,0,0,0,90,74
973,10,0,0,0,90,74
974,9,0,0,0,90,75
975,9,0,0,0,90,75
976,8,0,0,0,91,75
977,8,0,0,0,91,75
978,8,0,0,0,91,75
979,8,0,0,0,91,75
980,6,0,0,0,92,76
981,6,0,0,0,92,76
982,6,0,0,0,92,76
983,6,0,0,0,92,76
984,5,0,0,0,92,77
985,5,0,0,0,92,77
986,5,0,0,0,92,77
987,4,0,0,0,93,77
